Vector partition: 3946, Key insertions: 287250

Vector partition: 1857, Key insertions: 286909

Vector partition: 3315, Key insertions: 287115

Vector partition: 2217, Key insertions: 288305

Vector partition: 2518, Key insertions: 288728

Vector partition: 1004, Key insertions: 288117

Vector partition: 2662, Key insertions: 287602

Vector partition: 3434, Key insertions: 287227

Vector partition: 1275, Key insertions: 287320

Vector partition: 767, Key insertions: 288152

Vector partition: 3012, Key insertions: 287974

Vector partition: 1594, Key insertions: 287907

Vector partition: 3174, Key insertions: 287406

Vector partition: 366, Key insertions: 287801

Vector partition: 3192, Key insertions: 287644

Vector partition: 2680, Key insertions: 287135

Vector partition: 1059, Key insertions: 286397

Vector partition: 233, Key insertions: 288284

Vector partition: 1304, Key insertions: 287204

Vector partition: 2299, Key insertions: 287895

Vector partition: 2332, Key insertions: 287088

Vector partition: 1296, Key insertions: 287518

Vector partition: 2546, Key insertions: 286780

Vector partition: 576, Key insertions: 288098

Vector partition: 1869, Key insertions: 286809

Vector partition: 2053, Key insertions: 287085

Vector partition: 616, Key insertions: 287966

Vector partition: 915, Key insertions: 287536

Vector partition: 868, Key insertions: 286968

Vector partition: 1950, Key insertions: 287941

Vector partition: 592, Key insertions: 287428

Vector partition: 2240, Key insertions: 287148

